source,row,col,latitude,longitude,displacement,absolute_displacement,displacement_level,displacement_direction,threshold_percentile,hotspot_threshold
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1241,1873,35.7327815386129,127.08571994987152,0.09312281757593155,0.09312281757593155,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1225,1883,35.744456439703406,127.0942866479995,0.08969920128583908,0.08969920128583908,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1224,1882,35.745163329715005,127.0933851579837,0.08520998060703278,0.08520998060703278,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1211,1857,35.7541824614332,127.07105162219135,0.08519002795219421,0.08519002795219421,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1149,2022,35.801133804173745,127.21598543322354,0.08435124158859253,0.08435124158859253,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1213,1843,35.75254143235144,127.05870526270132,0.08306176215410233,0.08306176215410233,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1211,1842,35.75396893159983,127.05778585252865,0.08245135843753815,0.08245135843753815,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1214,1876,35.75228812679759,127.0879068850897,0.08225567638874054,0.08225567638874054,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1223,1883,35.745898251851855,127.09425227015716,0.08210057020187378,0.08210057020187378,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1226,1884,35.74374954236383,127.09518812208731,0.08206472545862198,0.08206472545862198,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1213,1844,35.75255570590212,127.05958962768835,0.08164239674806595,0.08164239674806595,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1140,1993,35.80723857180752,127.19017396285899,0.08115027099847794,0.08115027099847794,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1225,1884,35.7444704489482,127.09517094204564,0.08078210055828094,0.08078210055828094,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1241,1872,35.73276746386554,127.08483578993955,0.08044983446598053,0.08044983446598053,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1138,1993,35.808680447375814,127.1901412387776,0.08018017560243607,0.08018017560243607,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1138,1994,35.80869377261741,127.1910262923874,0.08018017560243607,0.08018017560243607,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1223,1880,35.745856182928264,127.09159934389696,0.08010771125555038,0.08010771125555038,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1243,1869,35.73128339552747,127.08221789255063,0.07993768900632858,0.07993768900632858,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1213,1842,35.75252715230428,127.05782089833632,0.07993388921022415,0.07993388921022415,큼,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1214,1877,35.75230218558548,127.08879126247643,0.07915288954973221,0.07915288954973221,주의,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1243,1872,35.731325656492324,127.08487032091286,0.07872214913368225,0.07872214913368225,주의,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1212,1842,35.75324804199908,127.05780337574363,0.07847270369529724,0.07847270369529724,주의,융기 또는 상승 변위,98.5,0.06387754529714584
data/insar/S1AA_20260426T093143_20260520T093142_VVP024_INT80_G_weF_FE23_vert_disp.tif,1212,1843,35.75326232242286,127.0586877480753,0.07847270369529724,0.07847270369529724,주의,융기 또는 상승 변위,98.5,0.06387754529714584
