source,tile_row,tile_col,latitude,longitude,anomaly_score,instability_type,instability_reason,mean_brightness,brightness_std,reconstruction_mean,brightness_delta,mean_reconstruction_error,error_std,high_error_pixel_ratio,vertical_edge_strength,horizontal_edge_strength,total_edge_strength,center_error,border_error,center_border_error_ratio,is_anomaly,instability_level,instability_description
data/raw/sentinel2_active_sample.tif,1984,1984,35.77184591201731,127.17167361308498,0.2940087914466858,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다.",0.5342288613319397,0.09278091788291931,0.0,0.5342288613319397,0.5342288613319397,0.09278091788291931,0.100341796875,0.01568993739783764,0.015165107324719429,0.030855044722557068,0.5331559181213379,0.5354417562484741,0.995730930394462,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,2176,2496,35.755390560381755,127.2286752565754,0.2898412346839905,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.5164962410926819,0.15189751982688904,0.0,0.5164962410926819,0.5164962410926819,0.15189751982688904,0.1005859375,0.01943303644657135,0.020072733983397484,0.039505770429968834,0.6000656485557556,0.4692171812057495,1.2788654648445827,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,128,2368,35.93974239810598,127.21038051574025,0.2184721976518631,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.4185730218887329,0.20801164209842682,0.0,0.4185730218887329,0.4185730218887329,0.20801164209842682,0.10009765625,0.01768561266362667,0.015232273377478123,0.032917886041104794,0.5071297883987427,0.37864845991134644,1.3393155976851927,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,1984,1856,35.77162983913128,127.15751951358759,0.2170773148536682,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.4506145119667053,0.11842245608568192,0.0,0.4506145119667053,0.4506145119667053,0.11842245608568192,0.100830078125,0.01765156351029873,0.015804234892129898,0.03345579840242863,0.5193508267402649,0.41978704929351807,1.2371768676863852,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,576,2560,35.89968512829247,127.23255593867627,0.21699506044387817,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.44539517164230347,0.13644860684871674,0.0,0.44539517164230347,0.44539517164230347,0.13644860684871674,0.100341796875,0.01418866217136383,0.014216164126992226,0.028404826298356056,0.5318121314048767,0.3924712836742401,1.3550345045022265,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,64,2688,35.94603354892013,127.24571435166253,0.1954624503850937,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.36252689361572266,0.25305473804473877,0.0,0.36252689361572266,0.36252689361572266,0.25305473804473877,0.10009765625,0.01689400151371956,0.014287802390754223,0.03118180390447378,0.5066980123519897,0.3060378432273865,1.655671099392478,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,2496,1088,35.72416104533258,127.07371049243152,0.175698921084404,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.39940059185028076,0.1271931529045105,0.0,0.39940059185028076,0.39940059185028076,0.1271931529045105,0.10009765625,0.01267957128584385,0.01182918157428503,0.02450875286012888,0.45925965905189514,0.36715590953826904,1.2508573255145332,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,320,2432,35.92254554387447,127.21786118598853,0.17142510414123535,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 전반에 퍼져 있어 넓은 면적의 표면 차이 가능성이 있습니다.",0.31703588366508484,0.26629558205604553,0.0,0.31703588366508484,0.31703588366508484,0.26629558205604553,0.10009765625,0.019027911126613617,0.015113002620637417,0.034140913747251034,0.33991533517837524,0.31508758664131165,1.078796339778777,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,512,2496,35.90534808451508,127.22533847601463,0.16824942827224731,넓은 밝은 노출면 가능성,"타일 전체가 주변보다 밝게 반사되어 나지, 마른 토양, 콘크리트, 암반 노출 같은 표면 변화 가능성이 있습니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.39428994059562683,0.11307014524936676,0.0,0.39428994059562683,0.39428994059562683,0.11307014524936676,0.101318359375,0.014030186459422112,0.014529435895383358,0.02855962235480547,0.44478750228881836,0.3552135229110718,1.2521693955896256,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
data/raw/sentinel2_active_sample.tif,1664,2368,35.801322130048554,127.21349137717742,0.15031304955482483,국소 밝은 반사체 가능성,"일부 영역이 주변보다 밝게 나타나 건물 지붕, 도로, 공사장 일부, 노출 토양 가능성을 확인해야 합니다. 고오차 픽셀 비율은 약 10%입니다. 오차가 타일 중심부에 집중되어 국소적인 표면 변화 가능성이 큽니다.",0.34244319796562195,0.1817847639322281,0.0,0.34244319796562195,0.34244319796562195,0.1817847639322281,0.100830078125,0.016239438205957413,0.015868250280618668,0.03210768848657608,0.4019055962562561,0.3212627172470093,1.2510184801407969,True,매우 높음,"주변 타일보다 반사 특성이 크게 달라 지형 변화, 인공 구조물, 그림자, 수계 경계 같은 원인 확인이 필요합니다."
